method,route,source,symbol,auth_dependency_chain,authorization_evidence,expected_request,actual_request_declaration,expected_response_declaration,actual_return_expressions,consumer_candidates,service_db_calls,declared_error_paths,test_reference_candidates,production_readiness
GET,/challenges/{challenge_id}/card/export,app/api/web_routes/vt_challenges.py:1611,challenge_card_export,app.database.get_db; app.dependencies.get_current_user_web,validate_challenge_card_phase,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [{""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""phase"", ""type"": ""<class 'str'>"", ""required"": true}], ""body"": []}",None,"Response(content=png_bytes, media_type='image/png', headers={'Content-Disposition': f'attachment; filename=""{filename}""', 'Cache-Control': 'no-store', 'X-Export-Platform': platform, 'X-Export-Phase': phase})",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; Query; Response; _export_svc.check_export_rate_limit; _is_accessible; asyncio.to_thread; create_challenge_render_token; db.query; db.query(VirtualTrainingAttempt).filter; db.query(VirtualTrainingAttempt).filter(VirtualTrainingAttempt.id == my_attempt_id).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; router.get; sorted; validate_challenge_card_phase,"HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(CHALLENGE_CARD_PLATFORMS)}') | HTTPException(status_code=422, detail=f'Invalid phase: {phase!r}. Valid: {sorted(VALID_CHALLENGE_CARD_PHASES)}') | HTTPException(status_code=404, detail='Challenge not found') | HTTPException(status_code=403, detail='Participants only') | HTTPException(status_code=429, detail='Export rate limit exceeded (5 per minute). Please wait before exporting again.') | HTTPException(status_code=403, detail='Challenge Card not owned. Purchase it at /my-cards/challenge-card') | HTTPException(status_code=504, detail='Card render timed out')",tests/unit/services/test_card_design_ownership.py; tests/unit/api/web_routes/test_cc_design_1.py; tests/unit/api/web_routes/test_vt_social_cards.py; tests/unit/api/web_routes/test_export_guard.py,UNVERIFIED
POST,/challenges/{challenge_id}/card/photo,app/api/web_routes/vt_challenges.py:1705,challenge_card_photo_save,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": [{""name"": ""photo_url"", ""type"": ""<class 'str'>"", ""required"": true}]}",None,"{'ok': True, 'role': 'challenger' if user.id == ch.challenger_id else 'challenged'}",UNVERIFIED — no exact literal match; dynamic URLs may exist,"Depends; Form; HTTPException; db.commit; db.query; db.query(UserMoodPhoto).filter; db.query(UserMoodPhoto).filter(UserMoodPhoto.user_id == user.id, (UserMoodPhoto.processed_png_url == photo_url) | (UserMoodPhoto.original_url == photo_url)).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; router.post","HTTPException(status_code=404, detail='Challenge not found') | HTTPException(status_code=403, detail='Participants only') | HTTPException(status_code=403, detail='photo_url must belong to your own mood photos')",tests/unit/api/web_routes/test_cc_design_1.py,UNVERIFIED
POST,/challenges/{challenge_id}/decline,app/api/web_routes/vt_challenges.py:1757,decline_challenge,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"RedirectResponse(url='/challenges?success=challenge_declined', status_code=303) | RedirectResponse(url='/challenges?error=not_found', status_code=303) | RedirectResponse(url='/challenges?error=not_pending', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; datetime.now; db.commit; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; notification_service.create_notification; publish_challenge_event; router.post,,tests/unit/api/web_routes/test_vt_challenges.py; tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
POST,/challenges/{challenge_id}/cancel,app/api/web_routes/vt_challenges.py:1797,cancel_challenge,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"RedirectResponse(url='/challenges?success=challenge_cancelled', status_code=303) | RedirectResponse(url='/challenges?error=not_found', status_code=303) | RedirectResponse(url='/challenges?error=cannot_cancel', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; datetime.now; db.commit; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; notification_service.create_notification; publish_challenge_event; router.post,,tests/unit/api/web_routes/test_vt_challenges.py; tests/unit/api/web_routes/test_vt_challenges_ui.py,UNVERIFIED
GET,/challenges/{challenge_id}/lobby,app/api/web_routes/vt_challenges.py:1837,challenge_lobby,app.database.get_db; app.dependencies.get_current_user_web,require_student_onboarding,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"templates.TemplateResponse('vt_challenge_lobby.html', {'request': request, 'user': user, **_spec_ctx(user, db), 'challenge': challenge, 'challenger': challenger, 'challenged': challenged, 'game': game, 'play_url': play_url, 'is_challenger': is_challenger, 'my_ready': my_ready_at is not None, 'opp_ready': opp_ready_at is not None, 'live_start_at': challenge.live_start_at, 'lobby_expires_at': challe | guard | RedirectResponse(url='/challenges?error=not_found', status_code=303) | RedirectResponse(url='/challenges?error=not_live', status_code=303) | RedirectResponse(url='/challenges?error=lobby_expired', status_code=303)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; RedirectResponse; _spec_ctx; apply_lobby_timeout_if_expired; apply_post_start_timeout_if_expired; datetime.now; db.commit; db.query; db.query(User).filter; db.query(User).filter(User.id == challenge.challenged_id).first; db.query(User).filter(User.id == challenge.challenger_id).first; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.id == challenge.game_id).first; request.query_params.get; require_student_onboarding; router.get; templates.TemplateResponse,,tests/unit/api/web_routes/test_vt_challenges.py,UNVERIFIED
GET,/challenges/{challenge_id}/lobby-state,app/api/web_routes/vt_challenges.py:1905,challenge_lobby_state,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"JSONResponse(state) | JSONResponse({'error': 'not_found'}, status_code=404)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; JSONResponse; apply_lobby_timeout_if_expired; apply_post_start_timeout_if_expired; datetime.now; db.commit; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.id == challenge.game_id).first; get_lobby_state; router.get,,tests/unit/api/web_routes/test_vt_challenges.py,UNVERIFIED
POST,/challenges/{challenge_id}/ready,app/api/web_routes/vt_challenges.py:1944,challenge_ready,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [{""name"": ""challenge_id"", ""type"": ""<class 'int'>"", ""required"": true}], ""query"": [], ""body"": []}",None,"JSONResponse(state) | JSONResponse({'error': 'not_found'}, status_code=404) | JSONResponse({'error': 'not_in_lobby'}, status_code=409)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; JSONResponse; datetime.now; db.commit; db.query; db.query(VirtualTrainingChallenge).filter; db.query(VirtualTrainingChallenge).filter(VirtualTrainingChallenge.id == challenge_id).first; router.post; set_ready,,tests/unit/api/web_routes/test_vt_challenges.py,UNVERIFIED
GET,/virtual-training/card/preview,app/api/web_routes/vt_card.py:377,vt_card_preview,app.database.get_db; app.dependencies.get_current_user_optional,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""game_id"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""date_str"", ""type"": ""str | None"", ""required"": false}, {""name"": ""render_token"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"templates.TemplateResponse(_VT_TEMPLATE[platform], ctx)",UNVERIFIED — no exact literal match; dynamic URLs may exist,"Depends; HTTPException; Query; _compute_vtc_stats; _get_standalone_attempts; _get_vtc_mood_photo_url; _parse_date; _player_display; _resolve_vt_render_token; _vtc_mood_slots; check_single_game_eligibility; day.isoformat; db.query; db.query(VirtualTrainingGame).filter; db.query(VirtualTrainingGame).filter(VirtualTrainingGame.id == game_id, VirtualTrainingGame.is_active == True).first; router.get; sorted; templates.TemplateResponse","HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(VT_CARD_PLATFORMS)}') | HTTPException(status_code=403, detail=f'Not eligible: {count}/{required} standalone attempts completed for game {game_id}.') | HTTPException(status_code=404, detail='Game not found') | HTTPException(status_code=401, detail='Invalid or expired render token') | HTTPException(status_code=401, detail='Not authenticated')",tests/unit/api/web_routes/test_vt_card_training_day.py; tests/unit/api/web_routes/test_vt_card_routes.py,UNVERIFIED
GET,/virtual-training/card/export,app/api/web_routes/vt_card.py:463,vt_card_export,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""game_id"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""date_str"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"Response(content=png_bytes, media_type='image/png', headers={'Content-Disposition': f'attachment; filename=""{filename}""', 'Cache-Control': 'no-store', 'X-Export-Platform': platform, 'X-Export-Game-Id': str(game_id)})",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; Query; Response; _export_svc.check_export_rate_limit; _is_accessible; _parse_date; asyncio.to_thread; check_single_game_eligibility; create_vt_card_render_token; day.isoformat; router.get; sorted; str,"HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(VT_CARD_PLATFORMS)}') | HTTPException(status_code=403, detail=f'Virtual Training Card format {platform!r} not owned. Purchase it at /shop?type=virtual_training_card') | HTTPException(status_code=403, detail=f'Not eligible: {count}/{required} standalone attempts completed for game {game_id}.') | HTTPException(status_code=429, detail='Export rate limit exceeded (5 per minute). Please wait before exporting again.') | HTTPException(status_code=504, detail='Card render timed out')",tests/unit/api/web_routes/test_vt_card_routes.py,UNVERIFIED
GET,/virtual-training/card/reward/preview,app/api/web_routes/vt_card.py:538,vt_reward_card_preview,app.database.get_db; app.dependencies.get_current_user_optional,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""tier"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""date_str"", ""type"": ""str | None"", ""required"": false}, {""name"": ""render_token"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"templates.TemplateResponse(_VT_REWARD_TEMPLATE[platform], ctx)",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; Query; _parse_date; _player_display; _resolve_vt_render_token; _reward_daily_stats; check_reward_eligibility; day.isoformat; get_completed_game_ids; list; router.get; sorted; templates.TemplateResponse,"HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(VT_REWARD_CARD_PLATFORMS)}') | HTTPException(status_code=422, detail=f'Invalid tier: {tier!r}. Valid: {list(REWARD_TIERS)}') | HTTPException(status_code=403, detail=f'Not eligible for tier-{tier} reward: {completed_games_count}/{tier} games completed.') | HTTPException(status_code=401, detail='Invalid or expired render token') | HTTPException(status_code=401, detail='Not authenticated')",tests/unit/api/web_routes/test_vt_card_routes.py,UNVERIFIED
GET,/virtual-training/card/reward/export,app/api/web_routes/vt_card.py:600,vt_reward_card_export,app.database.get_db; app.dependencies.get_current_user_web,Handler and dependency source; object-level safety UNVERIFIED unless finding/probe listed,Product-level exact contract UNVERIFIED; declared schema captured,"{""path"": [], ""query"": [{""name"": ""tier"", ""type"": ""<class 'int'>"", ""required"": true}, {""name"": ""platform"", ""type"": ""<class 'str'>"", ""required"": true}, {""name"": ""date_str"", ""type"": ""str | None"", ""required"": false}], ""body"": []}",None,"Response(content=png_bytes, media_type='image/png', headers={'Content-Disposition': f'attachment; filename=""{filename}""', 'Cache-Control': 'no-store', 'X-Export-Platform': platform, 'X-Export-Tier': str(tier)})",UNVERIFIED — no exact literal match; dynamic URLs may exist,Depends; HTTPException; Query; Response; _export_svc.check_export_rate_limit; _is_accessible; _parse_date; asyncio.to_thread; check_reward_eligibility; create_vt_card_render_token; day.isoformat; list; router.get; sorted; str,"HTTPException(status_code=422, detail=f'Unsupported platform: {platform!r}. Valid: {sorted(VT_REWARD_CARD_PLATFORMS)}') | HTTPException(status_code=422, detail=f'Invalid tier: {tier!r}. Valid: {list(REWARD_TIERS)}') | HTTPException(status_code=403, detail=f'Virtual Training Card format {platform!r} not owned. Purchase it at /shop?type=virtual_training_card') | HTTPException(status_code=403, detail=f'Not eligible for tier-{tier} reward: {completed_games_count}/{tier} games completed.') | HTTPException(status_code=429, detail='Export rate limit exceeded (5 per minute). Please wait before exporting again.') | HTTPException(status_code=504, detail='Card render timed out')",tests/unit/api/web_routes/test_vt_card_routes.py,UNVERIFIED
